Street,Neighborhood,City,Size,Bedrooms,Bathrooms,Vacancies,Advertisement_Value,Square_Meter_Value,just_street,street,zip_code,latitude,longitude,Point,setor_censo
Alameda dos Guainumbis,Planalto Paulista,São Paulo,200,4,6,3,2014000.0,5308.580030105369,alameda dos guainumbis,alameda dos guainumbis,4067000.0,-23.6115678,-46.6474715,POINT (-46.6474715 -23.6115678),355030877000099.0
"Avenida Júlio Buono, 578 ",Vila Gustavo,São Paulo,217,5,3,2,670000.0,4035.714285714286,avenida júlio buono,avenida júlio buono,2201000.0,-23.4857256,-46.5924134,POINT (-46.5924134 -23.4857256),355030892000145.0
Rua Monsenhor Moura,Vila Leopoldina,São Paulo,167,2,2,2,820000.0,5807.799442896936,rua monsenhor moura,rua monsenhor moura,5089020.0,-23.5204468,-46.7256618,POINT (-46.7256618 -23.5204468),355030888000032.0
Rua dos Tamanás,Vila Madalena,São Paulo,440,4,5,4,3950000.0,4705.411764705882,rua dos tamanás,rua dos tamanás,5444010.0,-23.5587209,-46.6952556,POINT (-46.6952556 -23.5587209),355030862000022.0
Praça Doutor Carvalho Franco,Vila Mariana,São Paulo,250,3,5,2,2450000.0,1054.9450549450548,praça doutor carvalho franco,praça doutor carvalho franco,4019060.0,-23.5896566,-46.6446848,POINT (-46.6446848 -23.5896566),355030890000064.0
Rua Maria Ramos,Vila São Paulo,São Paulo,250,5,6,2,486000.0,6770.428015564203,rua maria ramos,rua maria ramos,9862050.0,-23.7012782,-46.581258,POINT (-46.581258 -23.7012782),
"Rua Kansas, 1326 ",Brooklin Paulista,São Paulo,70,2,4,2,800000.0,3166.6666666666665,rua kansas,rua kansas,6365330.0,-23.552674,-46.849401,POINT (-46.849401 -23.552674),
Rua Engenheiro Dolabela,Jardim Bandeirantes (Zona Norte),São Paulo,455,4,5,3,680000.0,1450.381679389313,rua engenheiro dolabela,rua engenheiro dolabela,2994020.0,-23.4567431,-46.7348732,POINT (-46.7348732 -23.4567431),355030842000163.0
"Rua Francisco Bellazzi, 120 ",Jardim Jaraguá,São Paulo,80,2,1,1,245000.0,7336.124680158176,rua francisco bellazzi,rua francisco bellazzi,5265040.0,-23.4513971,-46.791219,POINT (-46.791219 -23.4513971),355030803000003.0
"Rua Gonçalo Pires, 304 ",Vila Morse,São Paulo,125,3,3,1,610000.0,10248.69109947644,rua gonçalo pires,rua gonçalo pires,5624040.0,-23.5958897,-46.7273963,POINT (-46.7273963 -23.5958897),355030894000241.0
Rua Cautaros,Itaquera,São Paulo,185,3,5,5,460000.0,3672.316384180791,rua cautaros,rua cautaros,8215650.0,-23.5503907,-46.4433966,POINT (-46.4433966 -23.5503907),355030847000068.0
"Avenida Avelino Paranho, 119 ",Vila Talarico,São Paulo,250,5,3,5,850000.0,3307.692307692308,avenida avelino paranho,avenida avelino paranho,3533010.0,-23.5481029,-46.5076238,POINT (-46.5076238 -23.5481029),355030891000140.0
"Rua Manoel João Pereira, 80 ",Vila Matilde,São Paulo,131,3,2,2,540000.0,2076.67731629393,rua manoel joão pereira,rua manoel joão pereira,3530030.0,-23.5378418,-46.5192581,POINT (-46.5192581 -23.5378418),355030891000026.0
"Rua Getúlio Vargas Filho, 572 ",Cidade Vargas,São Paulo,114,3,4,2,550000.0,3975.1552795031057,rua getúlio vargas filho,rua getúlio vargas filho,4318030.0,-23.645287,-46.6361156,POINT (-46.6361156 -23.645287),355030838000148.0
Rua Bernardo Vieira,Vila Laís,São Paulo,104,1,1,1,270000.0,2739.72602739726,rua bernardo vieira,rua bernardo vieira,3612080.0,-23.5177519,-46.5351622,POINT (-46.5351622 -23.5177519),355030859000075.0
Rua Marechal Bina Machado,Jardim Marajoara,São Paulo,360,4,5,4,1750000.0,4247.851002865329,rua marechal bina machado,rua marechal bina machado,4663120.0,-23.6538431,-46.6851643,POINT (-46.6851643 -23.6538431),355030816000159.0
"Rua Doutor Augusto de Miranda, 1046 ",Vila Pompéia,São Paulo,98,3,3,1,1050000.0,3327.2727272727275,rua doutor augusto de miranda,rua doutor augusto de miranda,5026000.0,-23.5314701,-46.6900124,POINT (-46.6900124 -23.5314701),355030860000117.0
Alameda dos Ciprestes,Chácara Santo Antônio (Zona Sul),São Paulo,351,4,4,4,3480000.0,6274.509803921569,alameda dos ciprestes,alameda dos ciprestes,13101627.0,-22.9094477,-47.0084772,POINT (-47.0084772 -22.9094477),
Rua José Clemente,Jardim Paulista,São Paulo,700,4,5,4,7900000.0,4653.846153846154,rua josé clemente,rua josé clemente,19803045.0,-22.6765717,-50.4354511,POINT (-50.4354511 -22.6765717),
Rua Laplace,Brooklin Paulista,São Paulo,300,3,5,4,2400000.0,3442.3076923076924,rua laplace,rua laplace,13484230.0,-22.5508468,-47.4212195,POINT (-47.4212195 -22.5508468),
,Jardim Trussardi,São Paulo,125,3,4,3,800000.0,2781.758957654723,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Madalena,São Paulo,534,5,6,5,4500000.0,5625.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim dos Estados,São Paulo,340,4,6,3,3000000.0,3000.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Rússia,Jardim Europa,São Paulo,200,3,3,2,2700000.0,3744.9392712550607,rua rússia,rua rússia,13471770.0,-22.7301908,-47.3452735,POINT (-47.3452735 -22.7301908),
Rua Oscar Pinheiro Coelho,Caxingui,São Paulo,110,2,1,3,620000.0,7877.680886165449,rua oscar pinheiro coelho,rua oscar pinheiro coelho,5516050.0,-23.5829324,-46.7185138,POINT (-46.7185138 -23.5829324),355030812000135.0
"Rua Tagipuru, 168 ",Barra Funda,São Paulo,170,4,3,2,1600000.0,2633.333333333333,rua tagipuru,rua tagipuru,1156000.0,-23.5281029,-46.6662922,POINT (-46.6662922 -23.5281029),355030806000003.0
Rua Américo Brasiliense,Alto da Boa Vista,São Paulo,340,4,6,7,2200000.0,1478.3083219645291,rua américo brasiliense,rua américo brasiliense,16071005.0,-21.2072632,-50.4630062,POINT (-50.4630062 -21.2072632),
Rua Catão,Vila Romana,São Paulo,235,3,4,3,1280000.0,9398.496240601504,rua catão,rua catão,9110440.0,-23.665514,-46.5068005,POINT (-46.5068005 -23.665514),
,Vila Santos,São Paulo,114,3,1,3,510000.0,3364.774951076321,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Conchilia, 383 ",Vila Albertina,São Paulo,300,4,6,4,1600000.0,2857.1428571428573,rua conchilia,rua conchilia,2373010.0,-23.4550039,-46.6173451,POINT (-46.6173451 -23.4550039),355030881000046.0
"Rua Antônio Barbosa de Oliveira, 55 ",Vila João Batista,São Paulo,571,3,2,3,987000.0,7590.361445783133,rua antônio barbosa de oliveira,rua antônio barbosa de oliveira,12248360.0,-23.1763077,-45.7977947,POINT (-45.7977947 -23.1763077),
"Rua João Pereira Santos, 144 ",Jardim Nova Germania,São Paulo,57,3,1,5,350000.0,3066.6666666666665,rua joão pereira santos,rua joão pereira santos,5849350.0,-23.6561108,-46.7575502,POINT (-46.7575502 -23.6561108),355030819000353.0
Rua Monte Cardoso,Vila Antonieta,São Paulo,150,3,2,2,600000.0,1888.888888888889,rua monte cardoso,rua monte cardoso,3474000.0,-23.5655038,-46.5125611,POINT (-46.5125611 -23.5655038),355030804000026.0
,Jardim Europa,São Paulo,693,4,5,6,16000000.0,2000.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Prisciliana Duarte, 250 ",Jardim da Saúde,São Paulo,257,3,4,4,1600000.0,3775.280898876405,rua prisciliana duarte,rua prisciliana duarte,4291040.0,-23.6161524,-46.6135888,POINT (-46.6135888 -23.6161524),355030827000019.0
Rua Agostinho da Mota,Chácara Santo Antônio (Zona Leste),São Paulo,140,3,4,4,900000.0,4226.235741444867,rua agostinho da mota,rua agostinho da mota,3409030.0,-23.5445003,-46.5501404,POINT (-46.5501404 -23.5445003),355030820000094.0
,Butantã,São Paulo,299,4,5,3,2140000.0,4607.142857142857,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Professor João Marinho,Vila Mariana,São Paulo,170,3,4,2,1490000.0,20304.571145015056,rua professor joão marinho,rua professor joão marinho,4007010.0,-23.5743938,-46.6523223,POINT (-46.6523223 -23.5743938),355030832000069.0
Rua Pereira Caldas,Jardim da Glória,São Paulo,200,3,2,2,1000000.0,6285.714285714285,rua pereira caldas,rua pereira caldas,1546100.0,-23.5795936,-46.6196036,POINT (-46.6196036 -23.5795936),355030890000163.0
Rua Princesa Leopoldina,Alto da Lapa,São Paulo,100,2,2,1,940000.0,1333.3333333333333,rua princesa leopoldina,rua princesa leopoldina,9911590.0,-23.692809,-46.6102396,POINT (-46.6102396 -23.692809),
,Jardim Petrópolis,São Paulo,243,5,4,2,1390000.0,2428.5714285714284,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Mariana,São Paulo,228,4,5,3,2200000.0,5064.057256235828,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Avenida Moaci, 1445 ",Planalto Paulista,São Paulo,420,5,7,6,1900000.0,2637.362637362637,avenida moaci,avenida moaci,4083000.0,-23.6115591,-46.6636981,POINT (-46.6636981 -23.6115591),355030832000129.0
,Vila Aparecida,São Paulo,168,3,1,2,621000.0,2488.5396201702683,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Siciliano,São Paulo,300,3,3,3,1300000.0,3400.954653937948,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Estrada Velha da Penha, 120 ",Tatuapé,São Paulo,110,2,1,2,450000.0,4054.054054054054,estrada velha da penha,estrada velha da penha,3090020.0,-23.529629,-46.554006,POINT (-46.554006 -23.529629),355030880000109.0
Rua Bernardo Alvarenga,Caxingui,São Paulo,350,3,4,2,1969000.0,4736.8421052631575,rua bernardo alvarenga,rua bernardo alvarenga,5515060.0,-23.5801129,-46.7146142,POINT (-46.7146142 -23.5801129),355030812000132.0
Rua Doutor Antônio Gontijo de Carvalho,Jardim Cordeiro,São Paulo,1200,6,7,8,6360000.0,3747.072599531616,rua doutor antônio gontijo de carvalho,rua doutor antônio gontijo de carvalho,4640190.0,-23.6344414,-46.6835729,POINT (-46.6835729 -23.6344414),355030871000056.0
Rua Judith,Vila Madalena,São Paulo,146,3,2,2,1550000.0,4400.0,rua judith,rua judith,9669030.0,-22.951011,-47.0541714,POINT (-47.0541714 -22.951011),
Rua Catão,Vila Romana,São Paulo,130,2,2,1,688000.0,1852.6469401735424,rua catão,rua catão,9110440.0,-23.665514,-46.5068005,POINT (-46.5068005 -23.665514),
,Alto da Lapa,São Paulo,170,4,5,6,1700000.0,6642.857142857143,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Manuel Francisco Alves,Parque Casa de Pedra,São Paulo,232,8,3,1,500000.0,8156.579677956691,rua manuel francisco alves,rua manuel francisco alves,2319060.0,-23.4507852,-46.5927862,POINT (-46.5927862 -23.4507852),355030881000076.0
Rua Luís Dib Zogaib,Morumbi,São Paulo,443,4,6,8,1800000.0,8682.926829268292,rua luís dib zogaib,rua luís dib zogaib,5613020.0,-23.5892763,-46.7119877,POINT (-46.7119877 -23.5892763),355030854000117.0
Rua Pamplona,Jardim Paulista,São Paulo,156,4,4,2,2340000.0,2922.094142259414,rua pamplona,rua pamplona,6690500.0,-23.5492651,-46.9331962,POINT (-46.9331962 -23.5492651),
"Rua Alexandre Von Humboldt, 1 ",Praia Azul,São Paulo,250,4,4,3,580000.0,5333.333333333333,rua alexandre von humboldt,rua alexandre von humboldt,4928250.0,-23.5099203,-46.7149147,POINT (-46.7149147 -23.5099203),355030848000091.0
"Rua Boiçununga, 273 ",São João Clímaco,São Paulo,200,3,3,2,570000.0,1887.323943661972,rua boiçununga,rua boiçununga,4255120.0,-23.6226525,-46.5944472,POINT (-46.5944472 -23.6226525),355030868000048.0
Rua Doutor Valentino Sola,Jardim da Glória,São Paulo,231,4,5,6,1650000.0,2200.0,rua doutor valentino sola,rua doutor valentino sola,4114010.0,-23.5857945,-46.624855,POINT (-46.624855 -23.5857945),355030890000083.0
,Jardim Guedala,São Paulo,420,3,6,5,3500000.0,1054.5,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Serenata,Vila Prudente,São Paulo,140,3,3,2,490000.0,1480.0,rua serenata,rua serenata,13323663.0,-23.2253151,-47.2606102,POINT (-47.2606102 -23.2253151),
Rua Eduardo da Silva Magalhães,Parque Continental,São Paulo,350,5,7,7,2500000.0,2600.0,rua eduardo da silva magalhães,rua eduardo da silva magalhães,5324000.0,-23.5415528,-46.7565523,POINT (-46.7565523 -23.5415528),355030841000079.0
"Rua João Pedro, 165 ",Capela do Socorro,São Paulo,120,3,3,3,500000.0,3493.150684931507,rua joão pedro,rua joão pedro,4781040.0,-23.6899619,-46.7069844,POINT (-46.7069844 -23.6899619),355030879000040.0
,Planalto Paulista,São Paulo,361,4,6,5,1490000.0,3355.555555555556,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Quirino Pucca,Vila Romana,São Paulo,65,1,1,2,480000.0,4204.04984423676,rua quirino pucca,rua quirino pucca,5048060.0,-23.5340641,-46.6960622,POINT (-46.6960622 -23.5340641),355030848000071.0
Rua Guira-Guainumbi,Parque Santa Madalena,São Paulo,180,4,2,1,300000.0,5960.0,rua guira,rua guira,8223100.0,-23.530091,-46.473136,POINT (-46.473136 -23.530091),355030837000229.0
Rua Teviot,Vila Nova Conceição,São Paulo,363,4,6,4,5100000.0,6653.486879896233,rua teviot,rua teviot,4507050.0,-23.5866888,-46.6689603,POINT (-46.6689603 -23.5866888),355030832000066.0
,Jardim da Glória,São Paulo,230,3,3,4,1500000.0,2000.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Ida,São Paulo,437,3,5,5,1850000.0,16961.102666850904,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Amélia da Silveira, 44 ",Jardim Vivan,São Paulo,176,3,4,2,620000.0,3812.727272727273,rua amélia da silveira,rua amélia da silveira,2993170.0,-23.4558306,-46.7313766,POINT (-46.7313766 -23.4558306),355030842000162.0
"Rua Alberto Lohnhoff, 60 ",Lauzane Paulista,São Paulo,88,3,3,1,455000.0,2300.8849557522126,rua alberto lohnhoff,rua alberto lohnhoff,2443010.0,-23.4730308,-46.646802,POINT (-46.646802 -23.4730308),355030851000087.0
Rua Itália,Jardim Europa,São Paulo,713,5,7,6,26600000.0,5095.896520963425,rua itália,rua itália,13471550.0,-22.7239967,-47.3347375,POINT (-47.3347375 -22.7239967),
Rua Constantino de Sousa,Campo Belo,São Paulo,266,6,6,6,1750000.0,5500.0,rua constantino de sousa,rua constantino de sousa,4605000.0,-23.6160094,-46.6723242,POINT (-46.6723242 -23.6160094),355030815000096.0
"Rua José Ubaldo Lomônaco, 173 ",Jardim da Glória,São Paulo,430,5,6,4,3150000.0,2544.1696113074204,rua josé ubaldo lomônaco,rua josé ubaldo lomônaco,4114080.0,-23.5866494,-46.6223808,POINT (-46.6223808 -23.5866494),355030890000083.0
"Rua Bolívia, 200 ",Jardim América,São Paulo,1060,4,5,9,11489000.0,3699.4949494949497,rua bolívia,rua bolívia,13465750.0,-22.744628,-47.3444964,POINT (-47.3444964 -22.744628),
Rua Faustino Augusto César,Vila Marari,São Paulo,180,3,3,3,850000.0,3706.008583690987,rua faustino augusto césar,rua faustino augusto césar,4402120.0,-23.6648918,-46.6622803,POINT (-46.6622803 -23.6648918),355030822000147.0
,Cidade Jardim,São Paulo,600,4,6,4,2200000.0,2333.333333333333,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua dos Macunis,Vila Madalena,São Paulo,180,4,4,4,2400000.0,3653.6133415688696,rua dos macunis,rua dos macunis,13081760.0,-22.8577139,-47.0621121,POINT (-47.0621121 -22.8577139),
"Rua Vergueiro, 5114 ",Cursino,São Paulo,113,3,2,2,570000.0,2500.0,rua vergueiro,rua vergueiro,7914140.0,-23.2797384,-46.7452277,POINT (-46.7452277 -23.2797384),
,Cidade Dutra,São Paulo,497,3,4,8,1300000.0,3300.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Joaquim Lima de Moraes, 5 ",Santo Amaro,São Paulo,224,3,4,2,1500000.0,3100.775193798449,rua joaquim lima de moraes,rua joaquim lima de moraes,4710140.0,-23.6262352,-46.6964057,POINT (-46.6964057 -23.6262352),355030871000046.0
"Rua Jorge Fares, 80 ",Jardim São Luís,São Paulo,127,3,1,2,540000.0,4121.940364931019,rua jorge fares,rua jorge fares,5805040.0,-23.6572578,-46.7373684,POINT (-46.7373684 -23.6572578),355030846000196.0
,Água Fria,São Paulo,190,3,4,4,750000.0,1440.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Parque Boturussu,São Paulo,60,2,5,1,251000.0,5019.305019305019,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Belenzinho,São Paulo,124,4,3,1,595000.0,6678.560053898451,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Antônio Sales de Camargo, 86 ",Bosque da Saúde,São Paulo,118,4,5,3,960000.0,3796.791443850268,rua antônio sales de camargo,rua antônio sales de camargo,4137050.0,-23.6104934,-46.6215305,POINT (-46.6215305 -23.6104934),355030827000049.0
Rua Croata,Vila Ipojuca,São Paulo,358,3,4,4,2160000.0,4464.285714285715,rua croata,rua croata,13056469.0,-22.9668254,-47.1512283,POINT (-47.1512283 -22.9668254),
Rua Emílio Pedutti,Morumbi,São Paulo,546,4,7,6,3290000.0,6140.350877192983,rua emílio pedutti,rua emílio pedutti,5613010.0,-23.5890192,-46.7109054,POINT (-46.7109054 -23.5890192),355030854000116.0
"Rua Açaré, 63 ",Alto de Pinheiros,São Paulo,252,3,5,4,2900000.0,1124.4979919678717,rua açaré,rua açaré,5463060.0,-23.5563466,-46.7117097,POINT (-46.7117097 -23.5563466),355030802000040.0
,Vila Ida,São Paulo,293,3,5,4,3650000.0,7794.240053271184,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Panorama,São Paulo,639,4,8,4,3600000.0,4629.213483146067,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Ampliação,São Paulo,160,3,4,3,860000.0,4086.021505376344,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Cristiano Viana, 961 ",Cerqueira César,São Paulo,155,3,1,1,1300000.0,4202.049780380674,rua cristiano viana,rua cristiano viana,5411000.0,-23.5562029,-46.6793108,POINT (-46.6793108 -23.5562029),355030845000184.0
,Lauzane Paulista,São Paulo,80,2,1,2,374500.0,4875.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Aguaçaí,Pari,São Paulo,180,3,4,1,750000.0,1920.5298013245035,rua aguaçaí,rua aguaçaí,3035090.0,-23.5266329,-46.6129121,POINT (-46.6129121 -23.5266329),355030856000027.0
"Rua Muller Carioba, 153 ",Jardim da Saúde,São Paulo,230,3,2,3,660000.0,11046.133853151396,rua muller carioba,rua muller carioba,4291020.0,-23.6167867,-46.6132839,POINT (-46.6132839 -23.6167867),355030827000011.0
Rua Olímpia Lemes da Silva,Jardim das Vertentes,São Paulo,260,3,3,2,940000.0,6060.606060606061,rua olímpia lemes da silva,rua olímpia lemes da silva,5541040.0,-23.5886164,-46.7417009,POINT (-46.7417009 -23.5886164),355030894000038.0
,Vila Sabrina,São Paulo,500,8,5,1,990000.0,4000.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Frederico Von Martius,Ipiranga,São Paulo,300,3,5,2,1350000.0,2194.630872483221,rua frederico von martius,rua frederico von martius,1548010.0,-23.5762611,-46.6131319,POINT (-46.6131319 -23.5762611),355030834000093.0
,Alto de Pinheiros,São Paulo,360,3,5,4,4950000.0,16395.700129717614,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Olímpia,São Paulo,120,3,4,2,1550000.0,14913.53852879459,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Doutora Maria Augusta Saraiva,Vila Olímpia,São Paulo,120,3,2,2,1550000.0,3458.646616541353,rua doutora maria augusta saraiva,rua doutora maria augusta saraiva,4545060.0,-23.595349,-46.6739016,POINT (-46.6739016 -23.595349),355030835000023.0
Rua Doutor Fausto de Almeida Prado Penteado,Jardim Sílvia (Zona Oeste),São Paulo,1643,4,5,10,4500000.0,5061.480552070264,rua doutor fausto de almeida prado penteado,rua doutor fausto de almeida prado penteado,5678040.0,-23.5978227,-46.7035255,POINT (-46.7035255 -23.5978227),355030854000126.0
,Jardim Franca,São Paulo,381,4,4,6,1250000.0,6784.496124031008,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Banibás,Alto de Pinheiros,São Paulo,750,5,5,8,6500000.0,7142.857142857143,rua banibás,rua banibás,5460010.0,-23.5551534,-46.7096179,POINT (-46.7096179 -23.5551534),355030802000015.0
"Rua Comendador Gabriel Calfat, 51 ",Jardim Leonor,São Paulo,554,4,7,4,2750000.0,9233.147804576376,rua comendador gabriel calfat,rua comendador gabriel calfat,5621000.0,-23.5966574,-46.7226483,POINT (-46.7226483 -23.5966574),355030894000254.0
,Santo Amaro,São Paulo,250,3,6,2,1600000.0,6031.746031746032,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Barbalha, 90 ",Alto da Lapa,São Paulo,229,3,2,2,949000.0,3000.0,rua barbalha,rua barbalha,13214353.0,-23.1695977,-46.9122662,POINT (-46.9122662 -23.1695977),
Rua Alfredo Pinheiro,Parque Continental,São Paulo,200,3,2,2,710000.0,1532.846715328467,rua alfredo pinheiro,rua alfredo pinheiro,5325000.0,-23.5356422,-46.7595189,POINT (-46.7595189 -23.5356422),355030841000002.0
"Rua Salvador Simões, 0 ",Vila Dom Pedro I,São Paulo,198,3,4,3,972000.0,4086.538461538461,rua salvador simões,rua salvador simões,4276000.0,-23.6041633,-46.6135757,POINT (-46.6135757 -23.6041633),355030834000107.0
"Rua Alexandre Teixeira, 85 ",Vila Euthalia,São Paulo,130,2,2,2,350000.0,2240.782122905028,rua alexandre teixeira,rua alexandre teixeira,3519080.0,-23.5484131,-46.522406,POINT (-46.522406 -23.5484131),355030891000049.0
Rua Irmã Amélia,Vila Prudente,São Paulo,147,3,3,3,820000.0,4204.204204204204,rua irmã amélia,rua irmã amélia,3156150.0,-23.5801458,-46.5674553,POINT (-46.5674553 -23.5801458),355030801000098.0
"Alameda dos Apetupás, 550 ",Planalto Paulista,São Paulo,400,4,4,4,2100000.0,4875.801531746685,alameda dos apetupás,alameda dos apetupás,4058000.0,-23.6144461,-46.6492678,POINT (-46.6492678 -23.6144461),355030877000098.0
Rua Agrovila,Campo Belo,São Paulo,178,3,3,3,1250000.0,3125.0,rua agrovila,rua agrovila,4614030.0,-24.1027604,-49.0867644,POINT (-49.0867644 -24.1027604),
Rua Doutor José Manoel de Figueiredo Netto,Santana,São Paulo,66,4,3,1,590000.0,1679.0123456790122,rua doutor josé manoel de figueiredo netto,rua doutor josé manoel de figueiredo netto,2020030.0,-23.4962316,-46.6317202,POINT (-46.6317202 -23.4962316),355030870000009.0
Avenida Piassanguaba,Planalto Paulista,São Paulo,260,3,5,2,2350000.0,3040.0,avenida piassanguaba,avenida piassanguaba,4060000.0,-23.6051178,-46.6512517,POINT (-46.6512517 -23.6051178),355030877000128.0
,Jardim Guedala,São Paulo,584,4,6,4,2950000.0,6349.206349206349,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Mooca,São Paulo,80,2,2,4,870000.0,5786.743515850144,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Roncador, 11 ",Vila Corberi,São Paulo,100,3,1,2,340000.0,6875.0,rua roncador,rua roncador,11679227.0,-23.5682637,-45.2967184,POINT (-45.2967184 -23.5682637),
Rua Douro,São Judas,São Paulo,831,4,8,4,16000000.0,4707.317073170731,rua douro,rua douro,13342301.0,-23.1431359,-47.1832047,POINT (-47.1832047 -23.1431359),
