Street,Neighborhood,City,Size,Bedrooms,Bathrooms,Vacancies,Advertisement_Value,Square_Meter_Value,just_street,street,zip_code,latitude,longitude,Point,setor_censo
"Rua Francisco Lages, 53 ",Vila Antônio,São Paulo,90,2,1,2,500000.0,,rua francisco lages,rua francisco lages,5376150.0,-23.5822149,-46.7666552,POINT (-46.7666552 -23.5822149),355030867000241.0
,Itaim Bibi,São Paulo,125,3,2,1,2500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Olímpia,São Paulo,205,2,3,2,2900000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Dom Pedro I,São Paulo,180,3,1,2,850000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Ester,São Paulo,135,3,3,2,570000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Mendes Pais,Vila Nova Conceição,São Paulo,569,3,5,3,8500000.0,,rua mendes pais,rua mendes pais,4507090.0,-23.5883331,-46.6665911,POINT (-46.6665911 -23.5883331),355030832000033.0
Travessa Professor Dalmo Belfort de Mattos,Jardim Miriam,São Paulo,72,2,1,1,257600.0,,travessa professor dalmo belfort de mattos,travessa professor dalmo belfort de mattos,4416330.0,-23.6775799,-46.6363562,POINT (-46.6363562 -23.6775799),355030822000240.0
Largo São Rafael,Mooca,São Paulo,108,3,2,2,750000.0,,largo são rafael,largo são rafael,3113020.0,-23.6292891,-46.4596566,POINT (-46.4596566 -23.6292891),355030875000028.0
,Vila Dom Pedro I,São Paulo,230,4,1,5,1390000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Alto da Mooca,São Paulo,84,2,3,2,649000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Luzitânia,São Paulo,265,3,4,3,5250000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Simão de Toledo Piza, , 246 ",Vila Libanesa,São Paulo,162,2,1,2,640000.0,,rua simão de toledo piza,rua simão de toledo piza,3193100.0,-23.5727845,-46.5755319,POINT (-46.5755319 -23.5727845),355030801000047.0
Rua Antônio Dario Menezes,Vila Romano,São Paulo,146,3,1,4,800000.0,,rua antônio dario menezes,rua antônio dario menezes,4679410.0,-23.6733571,-46.6829247,POINT (-46.6829247 -23.6733571),355030816000026.0
,Jardim da Glória,São Paulo,205,3,4,3,1000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim da Glória,São Paulo,238,3,2,5,2000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Cayowaá,Perdizes,São Paulo,285,3,1,2,1200000.0,,rua cayowaá,rua cayowaá,5018000.0,-23.5348442,-46.680987,POINT (-46.680987 -23.5348442),355030860000026.0
,Bosque da Saúde,São Paulo,352,4,4,6,2100000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Madalena,São Paulo,385,7,5,6,2900000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Bosque da Saúde,São Paulo,293,3,1,6,1200000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Alto da Lapa,São Paulo,365,3,4,6,2400000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Bertioga,São Paulo,80,3,2,2,605000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Orozimbo Maia, 171 ",Alto da Mooca,São Paulo,225,6,7,6,2000000.0,,rua orozimbo maia,rua orozimbo maia,3178110.0,-23.5543706,-46.5882674,POINT (-46.5882674 -23.5543706),355030853000093.0
Rua Barão da Foz,Jardim Santa Fé (Zona Sul),São Paulo,270,1,1,2,370000.0,,rua barão da foz,rua barão da foz,4890280.0,-23.8288528,-46.7126121,POINT (-46.7126121 -23.8288528),355030855000103.0
Rua Sampaio Vidal,Jardim Paulistano,São Paulo,180,3,3,1,2350000.0,,rua sampaio vidal,rua sampaio vidal,13070090.0,-22.8853157,-47.0821077,POINT (-47.0821077 -22.8853157),
,Vila Elvira,São Paulo,125,3,2,2,948000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Vinte e Nove de Outubro,Vila Matilde,São Paulo,102,3,2,2,460000.0,,rua vinte e nove de outubro,rua vinte e nove de outubro,17011050.0,-22.3261792,-49.0573262,POINT (-49.0573262 -22.3261792),
,Vila Romano,São Paulo,125,3,1,4,720000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Inah,São Paulo,300,4,2,2,1300000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Sassaki,Vila Marari,São Paulo,270,3,6,3,980000.0,,rua sassaki,rua sassaki,4403000.0,-23.6675761,-46.6594405,POINT (-46.6594405 -23.6675761),355030822000036.0
,Bosque da Saúde,São Paulo,257,4,1,4,1400000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Romano,São Paulo,125,3,1,4,790000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Francisco Mesquita,Vila Monte Alegre,São Paulo,115,3,3,2,650000.0,,rua francisco mesquita,rua francisco mesquita,13092511.0,-22.8987185,-47.0255385,POINT (-47.0255385 -22.8987185),
,Quinta da Paineira,São Paulo,250,2,2,3,890000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Felisberto Ranzini,Vila Gumercindo,São Paulo,180,3,2,2,850000.0,,rua felisberto ranzini,rua felisberto ranzini,4134060.0,-23.6057391,-46.6235857,POINT (-46.6235857 -23.6057391),355030827000125.0
Rua Sanharó,Jardim Guedala,São Paulo,700,5,6,10,5800000.0,,rua sanharó,rua sanharó,5611060.0,-23.585952,-46.7114098,POINT (-46.7114098 -23.585952),355030854000007.0
,Jardim Virginia Bianca,São Paulo,250,3,5,4,990000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Pinheiros,São Paulo,264,5,4,2,2700000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Amador Lourenço,Vila Constança,São Paulo,125,3,2,2,490000.0,,rua amador lourenço,rua amador lourenço,4658120.0,-23.6691497,-46.6689043,POINT (-46.6689043 -23.6691497),355030822000108.0
Rua Caramuru,Saúde,São Paulo,240,3,5,3,1300000.0,,rua caramuru,rua caramuru,16900212.0,-20.9162177,-51.3891975,POINT (-51.3891975 -20.9162177),
Travessa Doutor Ezequiel Antunes de Oliveira,Vila Nova Conceição,São Paulo,170,2,3,1,2400000.0,,travessa doutor ezequiel antunes de oliveira,travessa doutor ezequiel antunes de oliveira,4544120.0,-23.592851,-46.6825133,POINT (-46.6825133 -23.592851),355030835000039.0
Rua Ernest Renam,Paraisópolis,São Paulo,323,3,2,2,841750.0,,rua ernest renam,rua ernest renam,5659020.0,-23.6123831,-46.7239889,POINT (-46.7239889 -23.6123831),355030883000040.0
Rua Eduardo da Silva Magalhães,Parque Continental,São Paulo,220,4,4,4,1200000.0,,rua eduardo da silva magalhães,rua eduardo da silva magalhães,5324000.0,-23.5415528,-46.7565523,POINT (-46.7565523 -23.5415528),355030841000079.0
Avenida Mahatma Gandhi,Interlagos,São Paulo,450,3,4,4,3000000.0,,avenida mahatma gandhi,avenida mahatma gandhi,4789000.0,-23.7053768,-46.7059499,POINT (-46.7059499 -23.7053768),355030823000170.0
Rua dos Caetés,Perdizes,São Paulo,200,3,2,2,1700000.0,,rua dos caetés,rua dos caetés,13081210.0,-22.8600557,-47.069297,POINT (-47.069297 -22.8600557),
,Jardim Europa,São Paulo,300,3,4,3,6000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Guarau,São Paulo,85,2,1,1,385000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Marivaldo Fernandes,Interlagos,São Paulo,411,4,6,6,2000000.0,,rua marivaldo fernandes,rua marivaldo fernandes,11440050.0,-23.987584,-46.2475226,POINT (-46.2475226 -23.987584),
Rua Antônio Gomes de Lima,Socorro,São Paulo,64,4,4,2,532000.0,,rua antônio gomes de lima,rua antônio gomes de lima,4763170.0,-23.6695848,-46.7198582,POINT (-46.7198582 -23.6695848),355030879000027.0
,Jardim Leonor,São Paulo,708,5,7,5,5800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Taboão,São Paulo,125,3,5,5,900000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Professor Corrêa Brito,Jardim da Pedreira,São Paulo,263,3,3,6,700000.0,,rua professor corrêa brito,rua professor corrêa brito,4468055.0,-23.6922625,-46.6649433,POINT (-46.6649433 -23.6922625),355030858000113.0
Rua Doutor José Cândido de Souza,Jardim Novo Mundo,São Paulo,600,4,5,8,4500000.0,,rua doutor josé cândido de souza,rua doutor josé cândido de souza,4518050.0,-23.6099892,-46.6736819,POINT (-46.6736819 -23.6099892),355030832000131.0
Rua Mineiros do Tietê,Vila Bancária Munhoz,São Paulo,185,2,1,1,403000.0,,rua mineiros do tietê,rua mineiros do tietê,13050450.0,-22.9276244,-47.08928,POINT (-47.08928 -22.9276244),
Rua Nigéria,Itaim Bibi,São Paulo,202,2,4,3,2565000.0,,rua nigéria,rua nigéria,13470010.0,-22.731295,-47.3510409,POINT (-47.3510409 -22.731295),
,Caxingui,São Paulo,559,4,5,4,3000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Soldado Ocimar Guimarães da Silva,Vila Rio Branco,São Paulo,60,2,1,2,465000.0,,rua soldado ocimar guimarães da silva,rua soldado ocimar guimarães da silva,3348060.0,-23.5650938,-46.5610233,POINT (-46.5610233 -23.5650938),355030801000066.0
,Vila Gumercindo,São Paulo,101,2,1,2,800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Praça Graciliano Ramos,Vila Mariana,São Paulo,250,4,5,3,1800000.0,,praça graciliano ramos,praça graciliano ramos,4120140.0,-23.5971659,-46.6270433,POINT (-46.6270433 -23.5971659),355030890000090.0
Rua Diogo Rodrigues Marques,Jardim Luanda,São Paulo,110,3,2,3,1400000.0,,rua diogo rodrigues marques,rua diogo rodrigues marques,4677040.0,-23.6685287,-46.6827577,POINT (-46.6827577 -23.6685287),355030816000042.0
,Brooklin Paulista,São Paulo,223,3,4,2,1430000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Mariana,São Paulo,100,3,2,1,655000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Cosme de Souza,Jardim Patente,São Paulo,400,4,3,4,585000.0,,rua cosme de souza,rua cosme de souza,4243100.0,-23.6239571,-46.5881935,POINT (-46.5881935 -23.6239571),355030868000051.0
Rua Matheus José Pires,Terceira Divisão de Interlagos,São Paulo,78,2,1,2,350000.0,,rua matheus josé pires,rua matheus josé pires,4809130.0,-23.5505199,-46.6333094,POINT (-46.6333094 -23.5505199),355030878000004.0
,Jardim Prudência,São Paulo,149,3,1,2,770000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Santa Eufêmia dos Fidalgos,Tremembé,São Paulo,200,2,3,6,1100000.0,,rua santa eufêmia dos fidalgos,rua santa eufêmia dos fidalgos,2350080.0,-23.4590727,-46.6093346,POINT (-46.6093346 -23.4590727),355030881000026.0
Avenida das Magnólias,Cidade Jardim,São Paulo,800,4,6,8,10000000.0,,avenida das magnólias,avenida das magnólias,5674000.0,-23.5931626,-46.6964356,POINT (-46.6964356 -23.5931626),355030854000128.0
Avenida Francisco de Carvalho,Jardim Ipanema (Zona Sul),São Paulo,104,2,4,2,689000.0,,avenida francisco de carvalho,avenida francisco de carvalho,4784230.0,-23.6925046,-46.7114841,POINT (-46.7114841 -23.6925046),355030879000042.0
,Jardim Paulista,São Paulo,120,2,3,2,2100000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Américo Alves Pereira Filho,Vila Morumbi,São Paulo,250,3,3,1,790000.0,,rua américo alves pereira filho,rua américo alves pereira filho,5688000.0,-23.6116671,-46.7064067,POINT (-46.7064067 -23.6116671),355030854000095.0
,Mirandópolis,São Paulo,103,2,2,1,749000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Clodomiro Furquim de Almeida, 163 ",Jardim Tietê,São Paulo,120,3,3,2,380000.0,,rua clodomiro furquim de almeida,rua clodomiro furquim de almeida,3946090.0,-23.5951081,-46.4926278,POINT (-46.4926278 -23.5951081),355030873000127.0
Rua Estado de Israel,Vila Clementino,São Paulo,107,3,4,1,850000.0,,rua estado de israel,rua estado de israel,4022000.0,-23.5943347,-46.6449568,POINT (-46.6449568 -23.5943347),355030890000124.0
"Rua Corumbiara, 4 ",Pinheiros,São Paulo,82,1,2,1,850000.0,,rua corumbiara,rua corumbiara,5407040.0,-23.570447,-46.6954516,POINT (-46.6954516 -23.570447),355030862000070.0
,Jardim Panorama,São Paulo,624,4,5,5,3900000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Alameda Jaú, 320 ",Jardim Paulista,São Paulo,795,3,7,6,11990000.0,,alameda jaú,alameda jaú,6540400.0,-23.4542117,-46.8818131,POINT (-46.8818131 -23.4542117),
Rua Antônio Pinto do Rego Freitas,Vila São Silvestre,São Paulo,86,2,1,2,320000.0,,rua antônio pinto do rego freitas,rua antônio pinto do rego freitas,5356030.0,-23.5623915,-46.7522931,POINT (-46.7522931 -23.5623915),355030867000135.0
Rua Artur Dias,Bosque da Saúde,São Paulo,120,3,5,3,1800000.0,,rua artur dias,rua artur dias,4150070.0,-23.6224303,-46.6232369,POINT (-46.6232369 -23.6224303),355030827000008.0
"Rua Cristóvão Camargo, 200 ",Vila Araguaia,São Paulo,135,3,1,1,429999.0,,rua cristóvão camargo,rua cristóvão camargo,3735240.0,-23.5110258,-46.5212308,POINT (-46.5212308 -23.5110258),355030818000002.0
Rua Latif Fakhouri,Vila Santa Catarina,São Paulo,170,3,3,4,900000.0,,rua latif fakhouri,rua latif fakhouri,4367010.0,-23.65126,-46.6661998,POINT (-46.6661998 -23.65126),355030838000173.0
Rua Heitor Peixoto,Cambuci,São Paulo,125,2,3,2,1050000.0,,rua heitor peixoto,rua heitor peixoto,1543000.0,-23.5751117,-46.6230726,POINT (-46.6230726 -23.5751117),355030814000037.0
Rua Corneteiro de Jesus,Água Fria,São Paulo,250,3,4,2,1200000.0,,rua corneteiro de jesus,rua corneteiro de jesus,12327380.0,-23.3066535,-45.9694645,POINT (-45.9694645 -23.3066535),
Rua Granada,Parque Sevilha,São Paulo,116,3,2,4,680000.0,,rua granada,rua granada,16201072.0,-21.1983916,-50.3069088,POINT (-50.3069088 -21.1983916),
Rua Bericoponé,Jardim Nove de Julho,São Paulo,200,4,2,3,500000.0,,rua bericoponé,rua bericoponé,3951030.0,-23.5840285,-46.4908269,POINT (-46.4908269 -23.5840285),355030873000135.0
,Bosque da Saúde,São Paulo,286,3,1,4,1950000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Zacarias de Gois,Parque Colonial,São Paulo,240,5,4,3,950000.0,,rua zacarias de gois,rua zacarias de gois,4610000.0,-23.6303116,-46.6782013,POINT (-46.6782013 -23.6303116),355030815000045.0
"Rua Emboabas, 0 ",Brooklin Paulista,São Paulo,350,4,5,4,2150000.0,,rua emboabas,rua emboabas,12950190.0,-23.1450905,-46.5821966,POINT (-46.5821966 -23.1450905),
,Bosque da Saúde,São Paulo,121,3,1,3,795000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Pinheiros,São Paulo,200,2,4,2,1995000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Inah,São Paulo,368,4,4,4,1950000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Santo Estéfano,São Paulo,140,2,1,2,630000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Bosque da Saúde,São Paulo,126,2,1,2,750000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Carlos Tiago Pereira,Bosque da Saúde,São Paulo,180,4,5,4,1800000.0,,rua carlos tiago pereira,rua carlos tiago pereira,4150080.0,-23.6215891,-46.6221356,POINT (-46.6221356 -23.6215891),355030827000002.0
Rua Timboré,Jardim Oriental,São Paulo,160,3,4,6,670000.0,,rua timboré,rua timboré,4347150.0,-23.6415808,-46.6501883,POINT (-46.6501883 -23.6415808),355030838000132.0
,Vila Gumercindo,São Paulo,110,2,1,1,354000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Pedro Teixeira,Vila Olímpia,São Paulo,135,3,3,1,1300000.0,,rua pedro teixeira,rua pedro teixeira,4550010.0,-23.6035167,-46.6783021,POINT (-46.6783021 -23.6035167),355030835000027.0
Rua Banibás,Alto de Pinheiros,São Paulo,250,3,5,4,2800000.0,,rua banibás,rua banibás,5460010.0,-23.5551534,-46.7096179,POINT (-46.7096179 -23.5551534),355030802000015.0
"Rua Santa Beatriz, , 147 ",Jardim Ibitirama,São Paulo,100,3,2,4,890000.0,,rua santa beatriz,rua santa beatriz,3153070.0,-23.597969,-46.5787282,POINT (-46.5787282 -23.597969),355030893000054.0
,Vila Santa Catarina,São Paulo,184,3,1,2,840000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Bosque da Saúde,São Paulo,260,3,1,7,1500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Parque da Fonte, 0 ",Barro Branco (Zona Norte),São Paulo,600,4,6,8,3780000.0,,rua parque da fonte,rua parque da fonte,6332200.0,-23.5465415,-46.8309815,POINT (-46.8309815 -23.5465415),
Rua Inocêncio Nogueira,Cidade Jardim,São Paulo,727,7,6,7,5799000.0,,rua inocêncio nogueira,rua inocêncio nogueira,5676030.0,-23.5978313,-46.6989823,POINT (-46.6989823 -23.5978313),355030854000053.0
Rua Evezu,Alto de Pinheiros,São Paulo,243,3,3,4,1800000.0,,rua evezu,rua evezu,5447160.0,-23.5499234,-46.7038255,POINT (-46.7038255 -23.5499234),355030802000004.0
Rua Nicola Pisano,Parque São Lucas,São Paulo,71,2,2,2,420000.0,,rua nicola pisano,rua nicola pisano,3239130.0,-23.5940365,-46.5450393,POINT (-46.5450393 -23.5940365),355030872000003.0
Rua Palmares,Brooklin Paulista,São Paulo,350,5,4,3,2200000.0,,rua palmares,rua palmares,19800230.0,-22.6631596,-50.4041555,POINT (-50.4041555 -22.6631596),
,Jardim Guedala,São Paulo,543,4,7,4,5850000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Manoel Alves de Azevedo, 125 ",Jardim São Luís,São Paulo,260,5,4,6,575000.0,,rua manoel alves de azevedo,rua manoel alves de azevedo,5844140.0,-23.6560529,-46.7407469,POINT (-46.7407469 -23.6560529),355030846000194.0
Rua Belmiro Schunk Zenha,Vila Cordeiro,São Paulo,148,2,2,2,640000.0,,rua belmiro schunk zenha,rua belmiro schunk zenha,4582040.0,-23.6162688,-46.6884866,POINT (-46.6884866 -23.6162688),355030835000118.0
Rua João Dias Cerqueira,Bortolândia,São Paulo,100,3,2,3,560000.0,,rua joão dias cerqueira,rua joão dias cerqueira,2352100.0,-23.4559188,-46.5955946,POINT (-46.5955946 -23.4559188),355030881000018.0
Rua Heloísa Penteado,Vila ESão Pauloerança,São Paulo,91,2,2,3,615000.0,,rua heloísa penteado,rua heloísa penteado,3649010.0,-23.5251545,-46.5204917,POINT (-46.5204917 -23.5251545),355030859000016.0
,Vila Santa Catarina,São Paulo,114,3,2,3,860000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Ministro Apolônio Salles, 653 ",Jardim Tietê,São Paulo,180,3,2,2,550000.0,,rua ministro apolônio salles,rua ministro apolônio salles,3944040.0,-23.60314,-46.495217,POINT (-46.495217 -23.60314),355030873000124.0
,Jardim América,São Paulo,402,4,3,10,9800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Manuel Correia de Paiva, 168 ",Vila Marari,São Paulo,158,3,4,2,600000.0,,rua manuel correia de paiva,rua manuel correia de paiva,4401120.0,-23.6689012,-46.6669607,POINT (-46.6669607 -23.6689012),355030822000296.0
,Ipiranga,São Paulo,135,3,2,3,1100000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Paulista,São Paulo,449,3,3,5,7500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Brooklin,São Paulo,200,2,3,2,1000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Professora Ludovina Credídio Peixoto,Vila Mariana,São Paulo,230,5,3,5,1500000.0,,rua professora ludovina credídio peixoto,rua professora ludovina credídio peixoto,4139070.0,-23.6059397,-46.6322511,POINT (-46.6322511 -23.6059397),355030877000075.0
Rua Coronel Manuel Soares Neiva,Vila Moraes,São Paulo,100,2,1,1,400000.0,,rua coronel manuel soares neiva,rua coronel manuel soares neiva,4167010.0,-23.6319455,-46.6079265,POINT (-46.6079265 -23.6319455),355030868000072.0
,Bosque da Saúde,São Paulo,285,3,2,3,1920000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Chácara Monte Alegre,São Paulo,304,3,5,2,1700000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Paulo Silas,São Paulo,800,4,3,10,1200000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Salvador Fiordelisio, , 115 ",Vila Bertioga,São Paulo,301,3,4,5,2100000.0,,rua salvador fiordelisio,rua salvador fiordelisio,3181040.0,-23.5569694,-46.5823301,POINT (-46.5823301 -23.5569694),355030801000111.0
Rua São Francisco do Piauí,Itaquera,São Paulo,135,2,1,2,304500.0,,rua são francisco do piauí,rua são francisco do piauí,8215400.0,-23.5392099,-46.446416,POINT (-46.446416 -23.5392099),355030837000045.0
,Parque São Lucas,São Paulo,160,3,1,2,670000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Chácara Santo Antônio (Zona Sul),São Paulo,450,4,1,8,3500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila do Encontro,São Paulo,390,2,1,4,1000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Dias de Toledo,Saúde,São Paulo,150,3,2,5,950000.0,,rua dias de toledo,rua dias de toledo,4143030.0,-23.6147314,-46.6353773,POINT (-46.6353773 -23.6147314),355030877000023.0
,Vila Carmosina,São Paulo,63,2,2,1,280000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
